case,label,support,x_m,semi_major_um,semi_minor_um,axis_ratio,vibration_velocity_rms_mm_s,iso20816_zone
baseline_g6_3_hydraulic,"G6,3 + номинальная сила",левая опора,0.0,2.1447033858992652,0.02351586573822272,91.2023996808785,0.46849274896393084,A
baseline_g6_3_hydraulic,"G6,3 + номинальная сила",правая опора,1.951,0.6604934712544348,0.0011710909710242112,563.9984318867913,0.1442793460648983,A
allowable_wear_g6_3_offdesign,"G6,3 + допустимый износ",левая опора,0.0,26.31897578278708,1.1197641773341844,23.50403443468294,5.749162982378106,C
allowable_wear_g6_3_offdesign,"G6,3 + допустимый износ",правая опора,1.951,4.43936365524599,0.3666107999702837,12.10920042618993,0.9697423411418277,A
limit_g16_offdesign,G16 + предельные зазоры,левая опора,0.0,64.05217700690191,5.457193153253774,11.737201746049926,13.991669281813317,D
limit_g16_offdesign,G16 + предельные зазоры,правая опора,1.951,13.411374921089232,1.4777818152703126,9.075341692870982,2.9296041333624907,B
