lambda_factor,lambda_L,critical_rpm,relative_change_percent
0.7,0.385,3258.084564477113,-11.986581909406363
0.7999999999999999,0.44,3416.9117214937733,-7.6960484078945175
0.9,0.49500000000000005,3566.471289988873,-3.6558681820873447
1.0,0.55,3708.0396198240906,0.1684378957917989
1.1,0.6050000000000001,3842.6371262774005,3.804435174250334
1.2000000000000002,0.6600000000000001,3971.0943986894627,7.2745610717942455
1.3,0.7150000000000001,4094.097762641417,10.597355886909872
