x_m,without_annular_seals_mode_1
0.0,0.03773604976105382
0.4269375,0.6427175547430537
0.5608125,0.7918806122335289
0.6946875,0.9044117598003294
0.8285625,0.9748849842889608
0.9624375,1.0
1.0963125,0.978733616057348
1.2301875,0.9123949714614501
1.3640625,0.8045775716124685
1.951,0.034258234650008115
