eccentricity,force_x_n,force_y_n,load_n,Kxx,Kxy,Kyx,Kyy,Cxx,Cxy,Cyx,Cyy
0.3470358214046148,-419.3975391744795,1018.6616315757146,1101.6196328634062,55542875.36488086,54604372.67090243,-73617347.38316643,22529948.53301758,146243.69524236734,-493869.9047963573,-355206.76038415293,178646.82470563668
